id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-sostenible-doctrina,doctrina,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Conjunto de ideas que alguien enseña.,Enseñanza organizada sobre creencias y conducta.,Instrucción de Cristo en la que un discípulo debe permanecer fiel.,Cuerpo coherente de enseñanzas cuya fidelidad determina si una persona conserva una relación aprobada con Dios.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/2-juan/1/#v9
teocratico-sostenible-dolor,dolor,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Sensación desagradable causada por una herida o tristeza.,Sufrimiento que puede sentirse en el cuerpo o en las emociones.,Experiencia que la promesa de Dios asegura que dejará de existir.,Consecuencia de la imperfección humana que desaparecerá cuando las cosas anteriores hayan pasado.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/apocalipsis/21/#v4
teocratico-sostenible-don,don,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Regalo o habilidad especial que alguien ha recibido.,Cosa buena que alguien entrega sin exigir pago.,Dádiva perfecta cuya fuente es el Padre de las luces celestes.,Beneficio inmerecido que procede de Dios y debe usarse con gratitud y responsabilidad.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/santiago/1/#v17
teocratico-sostenible-duda,duda,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Falta de seguridad sobre si algo es verdad.,Vacilación entre confiar y pensar que quizá algo no ocurra.,Inseguridad que hizo que Pedro comenzara a hundirse al mirar la tormenta.,Titubeo de fe que desvía la atención de una garantía segura hacia circunstancias amenazantes.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/14/#v31
teocratico-sostenible-dadiva,dádiva,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cosa buena que alguien entrega gratuitamente a otra persona.,Regalo ofrecido por generosidad y no como pago.,Vida eterna que Dios concede mediante Cristo en contraste con el salario del pecado.,Don inmerecido cuya recepción depende de la bondad del dador y no de haber ganado una remuneración.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/romanos/6/#v23
teocratico-sostenible-decreto,decreto,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Orden oficial dada por un gobernante.,Mandato publicado por una autoridad para que todos lo cumplan.,Disposición de César Augusto que llevó a José y María hasta Belén.,Resolución imperial que exigió un registro y contribuyó sin saberlo al cumplimiento de una profecía mesiánica.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/2/#v1
teocratico-sostenible-descanso,descanso,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Pausa tranquila que permite recuperar las fuerzas perdidas.,Alivio después de trabajar o soportar una carga pesada.,Lo que Jesús prometió a quienes acudieran a él cansados y agobiados.,Reposo interior obtenido al aceptar el yugo bondadoso y la enseñanza apacible de Cristo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/11/#v28
teocratico-sostenible-descendiente,descendiente,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona nacida dentro de una familia después de sus antepasados.,"Hijo, nieto u otro familiar de una generación posterior.",Miembro futuro de la familia de Abrahán mediante quien se bendecirían las naciones.,Integrante de un linaje; en la promesa abrahámica el término conduce finalmente al Mesías.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/22/#v18
teocratico-sostenible-destruccion,destrucción,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Daño que acaba por completo con algo.,Resultado de arruinar o hacer que una cosa deje de existir.,Destino al que conduce el camino ancho mencionado por Jesús.,Ruina definitiva presentada como consecuencia de escoger una forma de vida alejada de la voluntad divina.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/7/#v13
teocratico-sostenible-deuda,deuda,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cantidad que una persona debe devolver.,Obligación pendiente con alguien que prestó algo.,Imagen que Jesús usó para representar pecados que necesitan perdón.,Compromiso no satisfecho que en la oración modelo sirve como metáfora de culpa moral.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/6/#v12
teocratico-sostenible-dignidad,dignidad,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Valor que merece toda persona y exige respeto.,Forma honorable y seria de comportarse.,Cualidad que permite llevar una vida tranquila y respetable.,Conducta decorosa acorde con principios elevados y compatible con la devoción a Dios.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-timoteo/2/#v2
teocratico-sostenible-direccion,dirección,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Orientación que indica por dónde ir.,Guía que ayuda a escoger un camino o tomar una decisión.,Ayuda que Jehová promete dar a quien lo tiene en cuenta en todo.,Conducción divina que endereza las sendas de quien no depende exclusivamente de su propio entendimiento.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/proverbios/3/#v6
teocratico-sostenible-dominio,dominio,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Autoridad o control que alguien ejerce sobre algo.,Responsabilidad de dirigir y cuidar aquello que está a cargo de alguien.,Encargo dado a la primera pareja sobre los animales de la Tierra.,Ejercicio de autoridad que debía reflejar el cuidado del Creador y no explotación irresponsable.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/1/#v28
teocratico-sostenible-dedicacion,dedicación,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Entrega completa a una tarea o persona.,Decisión firme de usar la vida para servir a Dios.,Idea de apartar algo para un propósito sagrado y mantener ese compromiso.,Consagración voluntaria que expresa pertenencia exclusiva a Jehová y antecede al bautismo cristiano.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/16/#v24
teocratico-sostenible-defensor,defensor,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que protege o habla a favor de alguien.,Quien ayuda a otro cuando recibe ataques o acusaciones.,Papel de apoyo que cumple el espíritu santo prometido por Jesús a sus discípulos.,Auxiliador que fortalece y representa una causa; el término se relaciona con el paráclito prometido por Cristo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/14/#v16
teocratico-sostenible-deportacion,deportación,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Obligación de abandonar el país y vivir en otro.,Traslado forzado de un pueblo fuera de su tierra.,Exilio a Babilonia que Mateo usa para dividir la historia de los antepasados de Jesús.,Desplazamiento impuesto que marcó una etapa decisiva en la genealogía y la historia de Judá.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/1/#v11
teocratico-sostenible-descendencia,descendencia,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Conjunto de hijos y familiares que vienen después de alguien.,Generaciones futuras que forman una misma línea familiar.,Familia prometida que se enfrentaría a la descendencia de la serpiente.,Linaje profético anunciado en Edén cuyo representante principal acabaría aplastando al adversario.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/3/#v15
teocratico-sostenible-desobediencia,desobediencia,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Acción de no cumplir una instrucción.,Decisión de rechazar una norma dada por una autoridad.,Conducta de un solo hombre por la que muchos llegaron a ser pecadores.,Incumplimiento deliberado representado por Adán y contrastado con la obediencia de Cristo.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/romanos/5/#v19
teocratico-sostenible-devocion,devoción,,D,empieza,teocratico,relato-biblico-infantil|sostenible,1,Amor leal demostrado mediante acciones constantes.,Entrega sincera a Dios y a su adoración.,Cualidad espiritual que resulta útil tanto ahora como para la vida futura.,Reverencia activa hacia Dios que influye en toda la conducta y posee una promesa de vida.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-timoteo/4/#v8
teocratico-sostenible-efrain,Efraín,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Hijo de José que recibió una bendición especial.,"Segundo hijo de José y Asenat, nacido en Egipto.",Nieto de Jacob colocado delante de Manasés cuando el patriarca cruzó las manos para bendecirlos.,"Aunque era el menor, recibió la mano derecha de Israel y llegó a representar una tribu numerosa.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/48/#v14
teocratico-sostenible-eleazar,Eleazar,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Hijo de Aarón que llegó a ser sumo sacerdote.,Sacerdote que sucedió a su padre Aarón después de su muerte.,Servidor encargado de supervisar utensilios sagrados y ayudar a repartir la Tierra Prometida.,En el monte Hor recibió las prendas sacerdotales antes de que muriera su padre.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/numeros/20/#v25
teocratico-sostenible-eli,Elí,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Sacerdote que cuidó al pequeño Samuel en el tabernáculo.,Sumo sacerdote de edad avanzada que sirvió en Siló.,Hombre que al principio creyó que Ana estaba borracha y después bendijo su petición.,Tardó en reconocer quién llamaba de noche al niño que dormía cerca del arca.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/1/#v9
teocratico-sostenible-eliezer,Eliezer,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Siervo de Abrahán que buscó esposa para Isaac.,Administrador de confianza enviado a la familia de su amo.,Hombre que pidió una señal junto a un pozo y observó la generosidad de Rebeca.,Entregó joyas después de que una joven ofreciera agua para él y todos sus camellos.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/15/#v2
teocratico-sostenible-elisabet,Elisabet,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Madre de Juan el Bautista y pariente de María.,Esposa del sacerdote Zacarías que concibió en su vejez.,Mujer justa cuyo bebé saltó dentro de ella cuando recibió la visita de María.,"Sus vecinos querían llamar Zacarías al niño, pero ella insistió en el nombre indicado por el ángel.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/1/#v5
teocratico-sostenible-emanuel,Emanuel,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Nombre profético que significa Dios está con nosotros.,Designación anunciada por Isaías y aplicada a Jesucristo.,Nombre del hijo cuya llegada serviría como señal de la presencia y apoyo divinos.,Mateo explicó su significado después de relatar el sueño que tranquilizó a José.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/1/#v23
teocratico-sostenible-enoc,Enoc,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Hombre fiel que caminó siempre con Dios.,Antepasado de Noé que agradó a Jehová por su fe.,"Séptimo en la línea desde Adán y padre de Matusalén, conocido también por profetizar.",Su vida terminó de manera excepcional a los trescientos sesenta y cinco años.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/5/#v21
teocratico-sostenible-eunuco,Eunuco,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Funcionario etíope que recibió ayuda para entender Isaías.,Oficial de la reina Candace bautizado por Felipe.,Viajero que leía en voz alta una profecía sin comprender a quién se refería.,Al ver agua junto al camino preguntó qué impedía que fuera bautizado.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/8/#v27
teocratico-sostenible-eufrates,Éufrates,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Gran río mencionado desde el jardín de Edén.,Curso de agua que marcaba un límite de territorios bíblicos.,Uno de los cuatro ríos relacionados con la región del primer hogar humano.,Jehová prometió a la descendencia de Abrahán tierras que llegarían hasta sus aguas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/genesis/2/#v14
teocratico-sostenible-etiope,Etíope,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona procedente del antiguo territorio de Etiopía.,Habitante de una región africana situada al sur de Egipto.,Nacionalidad del funcionario que viajó a Jerusalén para adorar y fue enseñado por Felipe.,Regresó alegre a su país después de comprender Isaías y ser bautizado.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/8/#v27
teocratico-sostenible-escudo,Escudo,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Protección que un soldado sostiene delante del cuerpo.,Pieza defensiva que detiene flechas y golpes enemigos.,Arma protectora usada en la Biblia como símbolo del cuidado de Dios y de la fe.,Pablo dijo que uno grande permite apagar todas las flechas encendidas del Maligno.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/efesios/6/#v16
teocratico-sostenible-espada,Espada,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Arma larga con hoja afilada y empuñadura.,Instrumento de combate usado para cortar o herir.,Arma que representa el poder penetrante de la palabra de Dios en una comparación bíblica.,Pedro sacó una en Getsemaní y cortó la oreja del esclavo del sumo sacerdote.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/18/#v10
teocratico-sostenible-estrella,Estrella,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Luz que vemos brillar en el cielo nocturno.,Cuerpo celeste luminoso visible desde la Tierra.,Creación celestial usada para indicar estaciones y también en lenguaje profético.,Unos astrólogos siguieron una hasta la zona donde estaba el pequeño Jesús.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/2/#v2
teocratico-sostenible-esperanza,Esperanza,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Confianza alegre en algo bueno que sucederá.,Expectativa segura basada en las promesas de Dios.,Cualidad que ayuda a aguantar porque dirige la mente hacia bendiciones todavía futuras.,Pablo la comparó con un ancla firme y segura para la vida.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hebreos/6/#v19
teocratico-sostenible-enemigo,Enemigo,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Persona que se opone o intenta hacer daño.,Adversario que actúa contra alguien o contra sus intereses.,"Alguien a quien el cristiano no debe odiar, sino tratar con amor y oración.",Jesús mandó seguir amándolo y pedir por quienes persiguen a sus discípulos.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/5/#v44
teocratico-sostenible-enfermedad,Enfermedad,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Problema de salud que debilita o causa dolor.,Alteración del cuerpo o la mente que impide funcionar normalmente.,Sufrimiento que Jesús alivió al curar personas con toda clase de dolencias.,"En el futuro nadie dirá que la padece, según una promesa de Isaías.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/isaias/33/#v24
teocratico-sostenible-eutico,Eutico,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Joven que cayó de una ventana y revivió.,Discípulo de Troas vencido por el sueño durante un discurso de Pablo.,Muchacho sentado en una ventana del tercer piso que se precipitó mientras la reunión se alargaba.,Los hermanos quedaron muy consolados cuando volvió vivo después de su caída.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/20/#v9
teocratico-sostenible-epafras,Epafras,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cristiano que oraba intensamente por sus hermanos.,Discípulo de Colosas y querido compañero de servicio de Pablo.,Ministro que informó al apóstol sobre el amor de la congregación y luchaba por ella en oración.,"Pablo dio testimonio de su gran esfuerzo a favor de Colosas, Laodicea y Hierápolis.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/colosenses/1/#v7
teocratico-sostenible-epafrodito,Epafrodito,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cristiano enviado para ayudar al apóstol Pablo.,Mensajero de Filipos que atendió las necesidades del apóstol encarcelado.,Colaborador que enfermó gravemente mientras realizaba un servicio a favor de sus hermanos.,Arriesgó su vida por la obra de Cristo y debía ser recibido con gran alegría.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/filipenses/2/#v25
teocratico-sostenible-erasto,Erasto,,E,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cristiano que administraba los asuntos de una ciudad.,Compañero de Pablo relacionado con Corinto y con el servicio cristiano.,Hombre mencionado como encargado de los fondos públicos municipales.,Pablo dijo a Timoteo que se había quedado en Corinto mientras otros viajaban.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/romanos/16/#v23
