id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
"general-sostenible-excursion","excursión",,X,"contiene","general","infantil",1,"Paseo en grupo para visitar y conocer otro lugar.","Viaje breve realizado con fines recreativos, educativos o deportivos.","Desplazamiento de ida y vuelta que suele durar menos que unas vacaciones.","Una escuela puede organizarla para aprender fuera del aula durante una jornada.","Diccionario de la lengua española","https://dle.rae.es/excursi%C3%B3n"
"general-sostenible-experimento","experimento",,X,"contiene","general","infantil",1,"Prueba que hacemos para observar qué sucede y aprender.","Procedimiento realizado para comprobar una idea en condiciones controladas.","Observación planificada que modifica alguna variable y registra sus efectos.","En el método científico permite contrastar una hipótesis mediante resultados reproducibles.","Diccionario de la lengua española","https://dle.rae.es/experimento"
"general-sostenible-explorador",explorador,,X,"contiene","general","infantil",1,"Persona que recorre sitios desconocidos para conocerlos mejor.","Viajero que investiga territorios poco conocidos o de difícil acceso.","Quien examina cuidadosamente un lugar para descubrir sus características.","Antes de los mapas precisos, documentaba rutas, paisajes y poblaciones remotas.","Diccionario de la lengua española",https://dle.rae.es/explorador
"general-sostenible-explosion","explosión",,X,"contiene","general","infantil",1,"Estallido repentino que libera energía y produce mucho ruido.","Liberación violenta y súbita de energía que expande gases.","Fenómeno rápido capaz de generar calor, ondas de presión y fragmentos.","Puede originarse por una reacción química, una presión excesiva o actividad volcánica.","Diccionario de la lengua española","https://dle.rae.es/explosi%C3%B3n"
"general-sostenible-extintor","extintor",,X,"contiene","general","infantil",1,"Aparato portátil que sirve para apagar un fuego pequeño.","Recipiente que proyecta una sustancia destinada a combatir incendios.","Equipo de seguridad cuyo agente sofoca llamas o interrumpe la combustión.","Debe elegirse según arda madera, líquido inflamable o material eléctrico.","Diccionario de la lengua española","https://dle.rae.es/extintor"
"general-sostenible-extraordinario","extraordinario",,X,"contiene","general","infantil",1,Que resulta muy especial y fuera de lo habitual.,"Que supera lo común por su rareza, calidad o importancia.","Adjetivo aplicado a algo excepcional que causa admiración o sorpresa.","También califica una reunión celebrada fuera del calendario ordinario.","Diccionario de la lengua española","https://dle.rae.es/extraordinario"
"general-sostenible-flexible",flexible,,X,"contiene","general","infantil",1,"Que puede doblarse sin romperse y recuperar su forma.","Capaz de curvarse fácilmente o adaptarse a distintos cambios.","Dicho de un material que admite deformación sin quebrarse.","En sentido figurado describe normas o personas que evitan una rigidez excesiva.","Diccionario de la lengua española",https://dle.rae.es/flexible
"general-sostenible-saxofon","saxofón",,X,"contiene","general","infantil",1,"Instrumento de metal que suena cuando soplamos por una boquilla.","Instrumento de viento con lengüeta y un tubo metálico curvado.","Familia de instrumentos cuyo sonido se controla mediante llaves y una caña.","Aunque está hecho de metal, se clasifica entre los instrumentos de viento madera.","Diccionario de la lengua española","https://dle.rae.es/saxofón"
"general-sostenible-maximo",máximo,,X,"contiene","general","infantil",1,"El valor más grande que algo puede alcanzar.","Que representa el grado superior dentro de una escala o conjunto.","Límite por encima del cual una cantidad ya no puede aumentar.","En matemáticas es el mayor valor que adopta una función o colección.","Diccionario de la lengua española",https://dle.rae.es/m%C3%A1ximo
"general-sostenible-taxista",taxista,,X,"contiene","general","infantil",1,"Persona que conduce un automóvil para llevar pasajeros por dinero.","Conductor profesional que transporta clientes en un vehículo de alquiler.","Quien recoge viajeros y cobra por el trayecto realizado.","Suele calcular la tarifa mediante taxímetro o precio previamente acordado.","Diccionario de la lengua española",https://dle.rae.es/taxista
"general-sostenible-nexo","nexo",,X,"contiene","general","infantil",1,"Elemento que une o relaciona dos cosas entre sí.","Vínculo que establece una conexión entre personas, hechos o ideas.","En gramática, palabra que enlaza unidades dentro de una oración.","Puede ser una relación abstracta o una pieza material que sirve de enlace.","Diccionario de la lengua española","https://dle.rae.es/nexo"
"general-sostenible-reflexion","reflexión",,X,"contiene","general","infantil",1,"Pensamiento atento que hacemos antes de decidir o actuar.","Examen cuidadoso de una cuestión para comprenderla o juzgarla.","También es el cambio de dirección de una onda al hallar una superficie.","Un espejo permite observar el fenómeno físico que devuelve la luz incidente.","Diccionario de la lengua española","https://dle.rae.es/reflexi%C3%B3n"
"general-sostenible-sexto",sexto,,X,"contiene","general","infantil",1,"El que ocupa el lugar número seis en una fila.","Ordinal situado inmediatamente después del quinto y antes del séptimo.","Cada una de las seis partes iguales en que se divide un todo.","En música también nombra un intervalo que abarca seis grados de la escala.","Diccionario de la lengua española",https://dle.rae.es/sexto
"general-sostenible-textura",textura,,X,"contiene","general","infantil",1,"Sensación de una superficie cuando la tocamos.","Aspecto y disposición de los elementos que forman una superficie.","Propiedad táctil o visual por la que algo parece liso, áspero o rugoso.","En tejidos y alimentos depende de cómo se organizan y perciben sus componentes.","Diccionario de la lengua española",https://dle.rae.es/textura
"general-sostenible-xilofono","xilófono",,X,"contiene","general","infantil",1,"Instrumento de láminas que se golpean con dos baquetas.","Instrumento de percusión compuesto por barras afinadas de distintos tamaños.","Sus láminas ordenadas producen notas diferentes al recibir golpes.","A diferencia del metalófono, tradicionalmente fabrica sus piezas sonoras con madera.","Diccionario de la lengua española","https://dle.rae.es/xil%C3%B3fono"
"general-sostenible-auxilio",auxilio,,X,"contiene","general","infantil",1,"Ayuda urgente que recibe alguien en peligro o dificultad.","Socorro prestado a una persona que necesita asistencia inmediata.","Asistencia destinada a evitar o reducir las consecuencias de un daño.","La petición de esta ayuda puede alertar a rescatistas o servicios de emergencia.","Diccionario de la lengua española",https://dle.rae.es/auxilio
"general-sostenible-boxeador",boxeador,,X,"contiene","general","infantil",1,"Deportista que combate con guantes dentro de un cuadrilátero.","Persona entrenada para participar en combates de puños reglamentados.","Púgil que combina golpes, defensa y desplazamientos durante varios asaltos.","Compite por categorías de peso y descansa en una esquina entre rondas.","Diccionario de la lengua española",https://dle.rae.es/boxeador
"general-sostenible-yaguarete",yaguareté,,Y,empieza,"general","infantil",1,"Gran felino americano de pelaje amarillo con manchas negras.","Felino robusto de América reconocible por sus manchas en forma de roseta.","Depredador de selvas y humedales capaz de nadar y perforar caparazones con su mordida.","Es el mayor felino del continente y posee una de las mordidas más potentes.","Diccionario de la lengua española",https://dle.rae.es/yaguaret%C3%A9
"general-sostenible-yak",yak,,Y,empieza,"general","infantil",1,"Animal asiático de pelo largo que vive en montañas frías.","Bovino de gran pelaje adaptado a las altas mesetas de Asia.","Mamífero doméstico que proporciona leche, carne, lana y fuerza de carga.","Sus pulmones y gruesa capa pilosa le permiten habitar regiones del Himalaya.","Diccionario de la lengua española",https://dle.rae.es/yak
"general-sostenible-yarda",yarda,,Y,empieza,"general","infantil",1,"Medida de longitud un poco menor que un metro.","Unidad anglosajona de longitud equivalente a tres pies.","Medida usada en algunos deportes y países que corresponde a 0,9144 metros.","En fútbol americano sirve para indicar distancias y avances sobre el campo.","Diccionario de la lengua española",https://dle.rae.es/yarda
"general-sostenible-yedra",yedra,,Y,empieza,"general","infantil",1,"Planta trepadora de hojas verdes que cubre muros y árboles.","Planta perenne cuyos tallos se adhieren a distintas superficies.","Enredadera de hojas persistentes que puede formar una cubierta vegetal densa.","Sus pequeñas raíces aéreas le permiten ascender sin parasitar al árbol que sostiene.","Diccionario de la lengua española",https://dle.rae.es/yedra
"general-sostenible-yelmo",yelmo,,Y,empieza,"general","infantil",1,"Casco antiguo que protegía la cabeza de un guerrero.","Pieza de armadura destinada a cubrir cabeza y rostro en combate.","Protección metálica medieval que podía incluir visera móvil y penacho.","Caballeros y soldados lo usaban para reducir heridas causadas por armas.","Diccionario de la lengua española",https://dle.rae.es/yelmo
"general-sostenible-yerba",yerba,,Y,empieza,"general","infantil",1,Hojas secas que usamos para preparar el mate.,"Planta o conjunto de hojas empleado especialmente para hacer una infusión rioplatense.","Producto molido y secado que se coloca en un recipiente y se moja con agua caliente.","Procede principalmente de un árbol sudamericano y puede incluir tallos pequeños.","Diccionario de la lengua española",https://dle.rae.es/yerba
"general-sostenible-yerbabuena","yerbabuena",,Y,empieza,"general","infantil",1,"Planta aromática verde usada en infusiones y comidas.","Hierba de aroma fresco perteneciente al grupo de las mentas.","Planta culinaria cuyas hojas perfuman bebidas, salsas y postres.","Su contenido de mentol produce una sensación fresca al olerla o probarla.","Diccionario de la lengua española","https://dle.rae.es/yerbabuena"
"general-sostenible-yerno","yerno",,Y,empieza,"general","infantil",1,"Hombre casado con una hija respecto de sus padres.","Parentesco que recibe el esposo de una hija dentro de la familia.","Miembro de una familia política unido mediante matrimonio con la descendiente de alguien.","Es la relación masculina correspondiente a la que se denomina nuera.","Diccionario de la lengua española","https://dle.rae.es/yerno"
"general-sostenible-yesca",yesca,,Y,empieza,"general","infantil",1,"Material muy seco que se enciende con una chispa.","Materia fácilmente inflamable utilizada para iniciar un fuego.","Conjunto de fibras secas capaz de prender antes que la leña gruesa.","Era esencial para encender fuego con pedernal antes de existir los fósforos.","Diccionario de la lengua española",https://dle.rae.es/yesca
"general-sostenible-yodo",yodo,,Y,empieza,"general","infantil",1,"Sustancia que puede usarse para limpiar pequeñas heridas.","Elemento químico necesario para producir hormonas de la tiroides.","Halógeno de tono violáceo empleado en medicina y presente en la sal enriquecida.","Su carencia en la dieta puede causar aumento anormal de la glándula tiroidea.","Diccionario de la lengua española",https://dle.rae.es/yodo
"general-sostenible-yoga",yoga,,Y,empieza,"general","infantil",1,"Actividad que combina posturas, equilibrio y respiración tranquila.","Disciplina originaria de la India que integra ejercicios físicos y mentales.","Práctica basada en posiciones corporales, control respiratorio y concentración.","Sus tradiciones buscan armonizar cuerpo y mente mediante entrenamiento y meditación.","Diccionario de la lengua española",https://dle.rae.es/yoga
"general-sostenible-yogui",yogui,,Y,empieza,"general","infantil",1,"Persona que practica con frecuencia la disciplina del yoga.","Practicante dedicado a ejercicios físicos, respiratorios y meditativos de origen indio.","Nombre dado a quien sigue las técnicas o la filosofía de esta disciplina.","En su sentido tradicional implica una búsqueda espiritual además del trabajo corporal.","Diccionario de la lengua española",https://dle.rae.es/yogui
"general-sostenible-yoyo",yoyó,,Y,empieza,"general","infantil",1,"Juguete redondo que sube y baja por un hilo.","Juguete formado por dos discos unidos y una cuerda enrollada.","Al caer, gira sobre su eje y puede volver hacia la mano.","Su movimiento aprovecha la rotación y permite ejecutar figuras y trucos.","Diccionario de la lengua española",https://dle.rae.es/yoy%C3%B3
"general-sostenible-yuca",yuca,,Y,empieza,"general","infantil",1,"Planta de raíz grande y comestible que se cocina.","Tubérculo tropical rico en almidón que se consume después de cocerlo.","Planta americana cuya raíz sirve para preparar harinas, panes y otros alimentos.","Algunas variedades deben procesarse bien para eliminar sustancias tóxicas naturales.","Diccionario de la lengua española",https://dle.rae.es/yuca
"general-sostenible-yudo",yudo,,Y,empieza,"general","infantil",1,"Deporte de lucha con agarres, caídas y llaves.","Arte marcial japonés que busca derribar o inmovilizar al rival.","Disciplina olímpica practicada sobre tatami con chaqueta resistente y cinturón.","Premia la técnica capaz de aprovechar el equilibrio y la fuerza del oponente.","Diccionario de la lengua española",https://dle.rae.es/yudo
"general-sostenible-yugular",yugular,,Y,empieza,"general","infantil",1,"Vena grande del cuello que lleva sangre desde la cabeza.","Cada uno de los vasos sanguíneos principales situados a ambos lados del cuello.","Conducto venoso que devuelve al corazón sangre procedente del cerebro y la cara.","La interna se une a la vena subclavia antes de llegar al tórax.","Diccionario de la lengua española",https://dle.rae.es/yugular
"general-sostenible-yunta","yunta",,Y,empieza,"general","infantil",1,"Pareja de animales unidos para tirar juntos de una carga.","Par de bueyes u otros animales enganchados al mismo instrumento.","Conjunto de dos bestias de labor que trabajan coordinadas mediante un yugo.","Tradicionalmente arrastraba el arado y exigía que ambos animales avanzaran al mismo ritmo.","Diccionario de la lengua española","https://dle.rae.es/yunta"
"general-sostenible-yuyo",yuyo,,Y,empieza,"general","infantil",1,"Planta silvestre que nace sola entre cultivos o caminos.","Nombre usado en varios países americanos para una hierba espontánea.","Vegetal no sembrado que puede competir con los cultivos por luz y nutrientes.","Según el contexto puede considerarse maleza o aprovecharse como alimento o remedio.","Diccionario de la lengua española",https://dle.rae.es/yuyo
"general-sostenible-yaguasa",yaguasa,,Y,empieza,"general","infantil",1,"Ave acuática americana parecida a un pato.",Pato silvestre tropical de patas largas que suele vivir cerca del agua.,"Ave de humedales americanos que se alimenta y descansa en grupos.","Algunas especies reciben el nombre de pato silbador por sus llamadas agudas.","Diccionario de la lengua española",https://dle.rae.es/yaguasa
"general-sostenible-yapa",yapa,,Y,empieza,"general","infantil",1,"Pequeño regalo que un vendedor añade a una compra.","Cantidad adicional entregada gratuitamente junto con lo comprado.",Obsequio comercial que supera la medida o el precio pactados.,"En varios países andinos y del Cono Sur equivale a un añadido de cortesía.","Diccionario de la lengua española",https://dle.rae.es/yapa
"general-sostenible-zambullida",zambullida,,Z,empieza,"general","infantil",1,"Entrada rápida de todo el cuerpo debajo del agua.","Acción de sumergirse de golpe en un líquido.","Movimiento en que una persona o animal pasa bruscamente bajo la superficie.","Puede comenzar con un salto desde la orilla y terminar en inmersión completa.","Diccionario de la lengua española",https://dle.rae.es/zambullida
"general-sostenible-zambullir",zambullir,,Z,empieza,"general","infantil",1,"Meter rápidamente todo el cuerpo debajo del agua.","Introducir a alguien o algo de golpe en un líquido.","Verbo que expresa una inmersión brusca y generalmente completa.","También se usa de forma figurada para dedicarse intensamente a una actividad.","Diccionario de la lengua española",https://dle.rae.es/zambullir
"general-sostenible-zampona",zampoña,,Z,empieza,"general","infantil",1,"Instrumento musical hecho con varios tubos de diferentes tamaños.","Instrumento de viento andino compuesto por una hilera de cañas.","Flauta de Pan cuyos tubos cerrados producen notas según su longitud.","El intérprete desplaza la boca entre conductos y sopla sobre sus bordes.","Diccionario de la lengua española",https://dle.rae.es/zampo%C3%B1a
"general-sostenible-zancada","zancada",,Z,empieza,"general","infantil",1,"Paso muy largo que separa bastante ambos pies.","Paso amplio realizado al caminar, correr o superar un obstáculo.","Distancia cubierta al adelantar una pierna y llevar luego la otra.","En atletismo, su longitud y frecuencia influyen sobre la velocidad de carrera.","Diccionario de la lengua española","https://dle.rae.es/zancada"
"general-sostenible-zancudo","zancudo",,Z,empieza,"general","infantil",1,"Insecto de patas largas cuya picadura puede causar comezón.","Nombre americano del mosquito que se alimenta mediante una trompa fina.","Insecto volador cuyas hembras pueden extraer sangre y transmitir enfermedades.","Sus larvas se desarrollan en agua acumulada antes de transformarse en adultas.","Diccionario de la lengua española","https://dle.rae.es/zancudo"
"general-sostenible-zapallo",zapallo,,Z,empieza,"general","infantil",1,"Fruto grande de pulpa amarilla usado en sopas y purés.","Nombre americano de varias calabazas comestibles de cáscara dura.","Fruto de una planta rastrera que contiene numerosas semillas y pulpa carnosa.","Puede conservarse durante meses y prepararse asado, hervido o relleno.","Diccionario de la lengua española",https://dle.rae.es/zapallo
"general-sostenible-zapatilla",zapatilla,,Z,empieza,"general","infantil",1,"Calzado cómodo y liviano usado para caminar o hacer deporte.","Zapato flexible con suela de goma y diseño generalmente informal.","Prenda para los pies adaptada al ejercicio o al uso cotidiano.","Su amortiguación protege el pie frente a impactos repetidos durante la carrera.","Diccionario de la lengua española",https://dle.rae.es/zapatilla
"general-sostenible-zapatero",zapatero,,Z,empieza,"general","infantil",1,"Persona que fabrica o repara el calzado.","Artesano dedicado a hacer, remendar o vender zapatos.","Oficio que trabaja cuero, suelas, hormas y otros materiales del calzado.","Puede reemplazar un tacón gastado o coser una pieza descosida.","Diccionario de la lengua española",https://dle.rae.es/zapatero
"general-sostenible-zarcillo",zarcillo,,Z,empieza,"general","infantil",1,"Adorno pequeño que se lleva colgado de la oreja.","Pendiente usado como joya y, también, filamento de ciertas plantas.","Hilo vegetal que se enrolla alrededor de un soporte para facilitar la trepa.","La palabra designa tanto una pieza de joyería como un órgano prensil botánico.","Diccionario de la lengua española",https://dle.rae.es/zarcillo
"general-sostenible-zigzag",zigzag,,Z,empieza,"general","infantil",1,"Línea que cambia varias veces de dirección hacia lados opuestos.","Serie de segmentos que alternan giros a derecha e izquierda.","Trayectoria quebrada formada por ángulos sucesivos orientados en sentidos contrarios.","Un esquiador puede seguir este recorrido para controlar el descenso por una pendiente.","Diccionario de la lengua española",https://dle.rae.es/zigzag
"general-sostenible-zinc","zinc",,Z,empieza,"general","infantil",1,"Metal usado para proteger el hierro contra la oxidación.","Elemento químico metálico empleado en pilas, aleaciones y recubrimientos.","Nutriente esencial que participa en defensas, crecimiento y cicatrización.","Al cubrir acero forma una barrera anticorrosiva mediante el proceso de galvanización.","Diccionario de la lengua española","https://dle.rae.es/zinc"
"general-sostenible-zodiaco",zodiaco,,Z,empieza,"general","infantil",1,"Franja del cielo dividida tradicionalmente en doce signos.","Zona celeste por donde parecen desplazarse el Sol, la Luna y los planetas.","Banda astronómica centrada en la trayectoria aparente anual de nuestra estrella.","Las constelaciones que atraviesa la eclíptica dieron nombre a sus divisiones tradicionales.","Diccionario de la lengua española",https://dle.rae.es/zodiaco
"general-sostenible-zombi",zombi,,Z,empieza,"general","infantil",1,"Ser fantástico que camina aunque ya ha muerto.","Personaje de terror presentado como un cadáver reanimado y sin voluntad.","En relatos y películas suele avanzar torpemente y amenazar a los vivos.","La cultura popular difundió esta criatura a partir de creencias vinculadas con Haití.","Diccionario de la lengua española",https://dle.rae.es/zombi
"general-sostenible-zona","zona",,Z,empieza,"general","infantil",1,"Parte de un lugar distinguida por sus límites o características.","Área delimitada para un uso, una condición o una función determinados.","Porción de territorio definida mediante fronteras físicas, administrativas o imaginarias.","Una ciudad puede dividirse así según actividades residenciales, comerciales o industriales.","Diccionario de la lengua española","https://dle.rae.es/zona"
"general-sostenible-zumbido",zumbido,,Z,empieza,"general","infantil",1,"Sonido continuo parecido al producido por algunos insectos.","Ruido sordo y persistente causado por vibraciones rápidas.","Sensación acústica que también puede percibirse en el oído sin fuente exterior.","Abejas, motores y cables eléctricos pueden producir este rumor uniforme.","Diccionario de la lengua española",https://dle.rae.es/zumbido
"general-sostenible-zumo",zumo,,Z,empieza,"general","infantil",1,"Líquido que obtenemos al exprimir frutas o verduras.","Jugo extraído por presión de tejidos vegetales comestibles.","Bebida natural que conserva agua, azúcares y otras sustancias del fruto.","Se diferencia del néctar porque este suele incorporar agua y azúcar añadidas.","Diccionario de la lengua española",https://dle.rae.es/zumo
"general-sostenible-zurdo",zurdo,,Z,empieza,"general","infantil",1,"Que usa principalmente la mano izquierda para hacer tareas.","Persona cuya lateralidad dominante corresponde al lado izquierdo.","Dicho de quien escribe, lanza o manipula objetos preferentemente con esa mano.","No indica menor habilidad, sino una forma natural de organización motora cerebral.","Diccionario de la lengua española",https://dle.rae.es/zurdo
"general-sostenible-zurcir",zurcir,,Z,empieza,"general","infantil",1,"Reparar con hilo un agujero pequeño en una tela.","Coser una rotura imitando el tejido para cerrarla discretamente.","Pasar puntadas entre los bordes dañados de una prenda sin añadir parche.","La labor reconstruye trama y urdimbre para disimular la parte desgastada.","Diccionario de la lengua española",https://dle.rae.es/zurcir
"general-sostenible-zueco",zueco,,Z,empieza,"general","infantil",1,"Calzado de madera o con una suela gruesa y rígida.","Zapato tradicional fabricado enteramente en madera o asentado sobre ella.","Pieza de calzado resistente asociada al trabajo en terrenos húmedos.",Su base elevada aísla el pie del barro y del frío del suelo.,"Diccionario de la lengua española",https://dle.rae.es/zueco
"general-sostenible-zorzal",zorzal,,Z,empieza,"general","infantil",1,"Ave de canto melodioso que busca alimento en el suelo.","Pájaro de tamaño mediano que suele comer frutos, lombrices e insectos.","Ave cantora de pico fino perteneciente al mismo grupo que los mirlos.","Muchas especies tienen el pecho moteado y repiten frases musicales al amanecer.","Diccionario de la lengua española",https://dle.rae.es/zorzal
